ID,Charactor,cantonesePhonetic
5574,窿,lung4
5575,巃,lung4
5576,襱,lung4
5577,蠪,lung4
5578,躘,lung4
5579,鑨,lung4
5580,陇,lung5
5581,垄,lung5
5582,拢,lung5
5583,儱,lung5
5584,衖,hong6
5585,衖,lung6
5586,徿,lung5
5587,娄,lau4
5588,偻,lau4
5589,喽,lau1
5590,喽,lau4
5591,溇,lou4
5592,蒌,lau4
5593,楼,lau4
5594,廔,lau4
5595,慺,lau4
5596,耧,lau4
5597,蝼,lau4
5598,瞜,lau4
5599,艛,lau4
5600,謱,leoi5
5601,謱,lou4
5602,髅,lau4
5603,鞻,lau4
5604,嵝,lau5
5605,搂,lau1
5606,搂,lau4
5607,搂,lau5
5608,塿,lau5
5609,篓,lau5
5610,陋,lau6
5611,漏,lau6
5612,瘘,lau6
5613,镂,lau6
5614,露,lou6
5615,露,lau6
5616,噜,lou1
5617,卢,lou4
5618,庐,lou4
5619,芦,lou4
5620,垆,lou4
5621,泸,lou4
5622,炉,lou4
5623,栌,lou4
5624,胪,lou4
5625,轳,lou4
5626,鸬,lou4
5627,玈,lou4
5628,舻,lou4
5629,颅,lou4
5630,鲈,lou4
5631,籚,lou4
5632,纑,lou4
5633,蠦,lou4
5634,卤,lou5
5635,虏,lou5
5636,掳,lou5
5637,鲁,lou5
5638,蓾,lou5
5639,橹,lou5
5640,磠,lou5
5641,甪,luk6
5642,陆,luk6
5643,坴,luk6
5644,彔,luk6
5645,录,luk6
5646,赂,lou6
5647,辂,lou6
5648,渌,luk6
5649,硉,leot6
5650,菉,luk6
5651,逯,luk6
5652,鹿,luk6
5653,琭,luk6
5654,禄,luk6
5655,僇,luk6
5656,滤,leoi6
5657,盝,luk6
5658,睩,luk1
5659,碌,luk1
5660,稑,luk6
5661,路,lou6
5662,摝,luk6
5663,漉,luk6
5664,箓,luk6
5665,戮,luk6
5666,膟,leot6
5667,踛,luk6
5668,辘,luk1
5669,醁,luk6
5670,潞,lou6
5671,穋,luk6
5672,蕗,lou6
5673,璐,lou6
5674,簏,luk1
5675,騄,luk6
5676,鹭,lou6
5677,簬,lou6
5678,鯥,luk6
5679,麓,luk1
5680,觻,luk6
5681,氇,lou5
5682,驴,leoi4
5683,闾,leoi4
5684,闾,leoi5
5685,榈,leoi3
5686,榈,leoi4
5687,氀,leoi4
5688,藘,leoi4
5689,吕,leoi5
5690,侣,leoi5
5691,郘,leoi5
5692,旅,leoi5
5693,梠,leoi5
5694,稆,leoi5
5695,铝,leoi5
5696,屡,leoi5
5697,缕,leoi5
5698,缕,lau5
5699,膂,leoi5
5700,褛,leoi5
5701,褛,lau5
5702,履,lei5
5703,履,leoi5
5704,儢,leoi5
5705,律,leot6
5706,哷,lyut3
5707,虑,leoi6
5708,率,leot6
5709,率,seot1
5710,绿,luk6
5711,嵂,leot6
5712,氯,luk6
5713,葎,leot6
5714,勴,leoi6
5715,繂,leot6
5716,鑢,leoi6
5717,孪,lyun4
5718,峦,lyun4
5719,挛,lyun4
5720,栾,lyun4
5721,鸾,lyun4
5722,脔,lyun5
5723,滦,lyun4
5724,銮,lyun4
5725,羉,lyun4
5726,圞,lyun4
5727,癵,lyun1
5728,卵,leon2
5729,卵,leon5
5730,卵,lo5
5731,乱,lyun6
5732,掠,loek6
5733,略,loek6
5734,锊,lyut3
5735,擽,lik1
5736,抡,leon4
5737,仑,leon4
5738,伦,leon4
5739,囵,leon4
5740,沦,leon4
5741,纶,gwaan1
5742,纶,leon4
5743,轮,leon4
5744,惀,leoi4
5745,菕,leon4
5746,论,leon4
5747,论,leon6
5748,捋,lyut3
5749,罗,lo4
5750,啰,lo1
5751,啰,lo4
5752,猡,lo4
5753,脶,lo4
5754,萝,lo4
5755,逻,lo4
5756,逻,lo6
5757,椤,lo4
5758,锣,lo4
5759,箩,lo4
5760,骡,lo4
5761,螺,lo4
5762,覶,lo4
5763,鸁,lo4
5764,砢,lo2
5765,蓏,lo2
5766,裸,lo2
5767,瘰,lo2
5768,蠃,lo2
5769,蠃,lo4
5770,臝,lo2
5771,泺,lok6
5772,洛,lok3
5773,洛,lok6
5774,络,lok3
5775,络,lok6
5776,荦,lok3
5777,骆,lok3
5778,骆,lok6
5779,珞,lok3
5780,落,laai6
5781,落,lok6
5782,摞,lo3
5783,漯,taap3
5784,漯,leoi5
5785,雒,lok3
5786,呣,m2
5787,呣,m6
5788,妈,maa1
5789,妈,maa2
5790,妈,maa5
5791,嬷,maa1
5792,嬷,maa4
5793,麻,maa4
5794,痲,maa4
5795,蟆,maa4
5796,马,maa5
5797,玛,maa5
5798,码,maa5
5799,蚂,maa1
5800,蚂,maa5
5801,蚂,maa6
5802,鎷,maa5
5803,杩,maa5
5804,杩,maa6
5805,骂,maa6
5806,唛,mak1
5807,傌,maa6
5808,禡,maa6
5809,吗,maa1
5810,吗,maa3
5811,吗,maa5
5812,嘛,maa3
5813,嘛,maa4
5814,埋,maai4
5815,薶,maai4
5816,霾,maai4
5817,霾,mai4
5818,霾,lei4
5819,买,maai5
5820,劢,maai6
5821,迈,maai6
5822,麦,maak6
5823,麦,mak6
5824,卖,maai6
5825,脉,mak6
5826,霢,mak6
5827,颟,mun1
5828,颟,mun4
5829,姏,maan4
5830,悗,mun4
5831,悗,mun5
5832,蛮,maan4
5833,馒,maan4
5834,槾,maan6
5835,樠,mun4
5836,瞒,mun4
5837,鞔,mun4
5838,鞔,mun6
5839,鳗,maan4
5840,鬘,maan4
5841,屘,mei1
5842,满,mun5
5843,矕,maan5
5844,曼,maan6
5845,僈,maan6
5846,谩,maan4
5847,谩,maan6
5848,鄤,maan6
5849,墁,maan6
5850,嫚,maan6
5851,幔,maan6
5852,慢,maan6
5853,漫,maan6
5854,缦,maan6
5855,蔓,maan4
5856,蔓,maan6
5857,熳,maan6
5858,镘,maan6
5859,邙,mong4
5860,忙,mong4
5861,汒,mong4
5862,芒,mong4
5863,尨,mong4
5864,尨,pong4
5865,尨,mung4
5866,杗,mong4
5867,盲,maang4
5868,厖,mong4
5869,厖,pong4
5870,茫,mong4
5871,哤,mong4
5872,牻,mong4
5873,硭,mong4
5874,铓,mong4
5875,駹,mong4
5876,蘉,mong4
5877,莽,mong5
5878,茻,mong5
5879,漭,mong5
5880,蟒,mong5
5881,猫,maau1
5882,猫,miu4
5883,毛,mou4
5884,矛,maau4
5885,牦,lei4
5886,茅,maau4
5887,旄,mou4
5888,旄,mou6
5889,酕,mou4
5890,蛑,mau4
5891,锚,maau4
5892,锚,naau4
5893,髦,mou4
5894,蝥,maau4
5895,髳,maau4
5896,蟊,maau4
5897,冇,mou5
5898,卯,maau5
5899,泖,maau5
5900,茆,maau5
5901,昴,maau5
5902,铆,maau5
5903,芼,mou6
5904,茂,mau6
5905,冒,mak6
5906,冒,mou6
5907,眊,mou6
5908,贸,mau6
5909,耄,mou6
5910,袤,mau6
5911,媢,mou6
5912,帽,mou6
5913,鄚,mok6
5914,楙,mau6
5915,毷,mou6
5916,瑁,mou6
5917,瑁,mui6
5918,瞀,mau6
5919,貌,maau6
5920,鄮,mau6
5921,蝐,mou6
5922,蝐,mui6
5923,懋,mau6
5924,么,maa1
5925,么,mo1
5926,没,mut6
5927,枚,mui4
5928,玫,mui4
5929,苺,mui4
5930,眉,mei4
5931,莓,mui4
5932,梅,mui4
5933,脢,mui4
5934,郿,mei4
5935,堳,mei4
5936,媒,mui4
5937,嵋,mei4
5938,湄,mei4
5939,楣,mei4
5940,煤,mui4
5941,禖,mui4
5942,腜,mui4
5943,塺,mo6
5944,塺,mui4
5945,鋂,mui4
5946,霉,mei4
5947,霉,mui4
5948,攗,kwan2
5949,每,mui5
5950,美,mei5
5951,挴,mui5
5952,浼,mui5
5953,渼,mei5
5954,媺,mei5
5955,镁,mei5
5956,妹,mui6
5957,沬,mui6
5958,昧,mui6
5959,袂,mai6
5960,眛,mui6
5961,媚,mei4
5962,媚,mei6
5963,寐,mei6
5964,痗,mui6
5965,煝,mei6
5966,韎,mui6
5967,魅,mei6
5968,魅,mui6
5969,嚜,maa1
5970,嚜,maak1
5971,嚜,mak6
5972,门,mun4
5973,扪,mun4
5974,钔,mun4
5975,璊,mun4
5976,穈,mun4
5977,虋,mun4
5978,闷,mun6
5979,焖,mun6
5980,懑,mun6
5981,们,mun4
5982,氓,maang4
5983,氓,man4
5984,氓,mong4
5985,甿,mong4
5986,虻,mong4
5987,庬,mong4
5988,庬,pong4
5989,萌,mang4
5990,盟,mang4
5991,雺,mung4
5992,甍,mang4
5993,瞢,mung4
5994,鄳,maang4
5995,幪,mung4
5996,曚,mung4
5997,朦,mung4
5998,檬,mung4
5999,氋,mung4
6000,礞,mung4
6001,艨,mung4
6002,鹲,mung4
6003,饛,mung4
6004,猛,maang5
6005,蒙,mung4
6006,蒙,mung5
6007,锰,maang5
6008,艋,maang5
6009,蜢,maang5
6010,懵,mung4
6011,懵,mung5
6012,蠓,mung5
6013,鼆,man4
6014,孟,maang6
6015,梦,mung6
6016,霿,mung6
6017,咪,mai1
6018,咪,mai6
6019,瞇,mai4
6020,瞇,mei1
6021,瞇,mi1
6022,冞,mei4
6023,弥,mei4
6024,弥,nei4
6025,祢,nei4
6026,祢,nei5
6027,迷,mai4
6028,猕,mei4
6029,猕,nei4
6030,谜,mai4
6031,谜,mai6
6032,醚,mai4
6033,糜,mei4
6034,縻,mei4
6035,麋,mei4
6036,靡,mei5
6037,麛,mai4
6038,爢,mei4
6039,攠,mei4
6040,蘼,mei4
6041,醾,mei4
6042,米,mai5
6043,沵,mei5
6044,弭,mai5
6045,弭,mei5
6046,敉,mai5
6047,敉,mei5
6048,眯,mai5
6049,眯,mei1
6050,眯,mi1
6051,渳,mai5
6052,葞,mei5
6053,汨,mik6
6054,沕,mat6
6055,宓,mat6
6056,宓,fuk6
6057,泌,bat6
6058,泌,bei3
6059,觅,mik6
6060,秘,bei3
6061,密,mat6
6062,幂,mik6
6063,谧,mat6
6064,塓,mik6
6065,幎,mik6
6066,覛,mak6
6067,覛,mik6
6068,嘧,mat6
6069,滵,mat6
6070,蔤,mat6
6071,蜜,mat6
6072,鼏,mik6
6073,幦,mik2
6074,羃,mik6
6075,眠,min4
6076,绵,min4
6077,媔,min4
6078,棉,min4
6079,櫋,min4
6080,矊,min4
6081,丏,min5
6082,免,man6
6083,免,min5
6084,沔,min5
6085,黾,man5
6086,俛,fu2
6087,勉,min5
6088,眄,min5
6089,娩,maan5
6090,娩,min5
6091,偭,min5
6092,冕,min5
6093,愐,min5
6094,湎,min5
6095,缅,min5
6096,腼,min5
6097,腼,tin2
6098,鮸,min5
6099,面,min6
6100,喵,miu1
6101,苗,miu4
6102,媌,maau4
6103,描,miu4
6104,瞄,miu4
6105,杪,miu5
6106,眇,miu5
6107,秒,miu5
6108,淼,miu5
6109,渺,miu5
6110,缈,miu5
6111,藐,miu5
6112,邈,miu5
6113,邈,mok6
6114,妙,miu6
6115,庙,miu6
6116,玅,miu6
6117,乜,mat1
6118,乜,me1
6119,乜,me5
6120,乜,ne6
6121,咩,me1
6122,灭,mit6
6123,覕,pit3
6124,搣,mit1
6125,蔑,mit6
6126,幭,mit6
6127,篾,mit6
6128,蠛,mit6
6129,民,man4
6130,岷,man4
6131,忞,man4
6132,怋,man5
6133,旻,man4
6134,旼,man4
6135,玟,man4
6136,苠,man4
6137,冧,lam6
6138,罠,man4
6139,缗,fan1
6140,缗,man4
6141,暋,man5
6142,痻,man4
6143,皿,ming5
6144,闵,man5
6145,抿,man5
6146,泯,man5
6147,敃,man5
6148,闽,man4
6149,闽,man5
6150,悯,man5
6151,敏,man5
6152,笢,man5
6153,愍,man5
6154,僶,man5
6155,名,meng4
6156,名,ming4
6157,明,ming4
6158,鸣,ming4
6159,洺,ming4
6160,茗,ming4
6161,茗,ming5
6162,冥,ming4
6163,冥,ming5
6164,眳,ming4
6165,铭,ming4
6166,铭,ming5
6167,鄍,ming4
6168,嫇,ming4
6169,溟,ming4
6170,蓂,ming4
6171,暝,ming4
6172,暝,ming6
6173,榠,ming4
6174,瞑,ming4
6175,瞑,ming5
6176,螟,ming4
6177,酩,ming4
6178,酩,ming5
6179,命,meng6
6180,命,ming6
6181,谬,mau6
6182,缪,miu6
6183,缪,muk6
6184,缪,mau4
6185,缪,mau6
6186,摸,mo2
6187,摸,mok3
6188,谟,mou4
6189,嫫,mou4
6190,馍,mo4
6191,摹,mou4
6192,模,mou4
6193,膜,mok6
6194,膜,mou4
6195,摩,mo1
6196,磨,mo4
6197,磨,mo6
6198,蘑,mo4
6199,魔,mo1
6200,劘,mo4
6201,抹,maat3
6202,抹,mut3
6203,末,mut6
6204,妺,mut6
6205,歾,mut6
6206,殁,mut6
6207,沫,mut3
6208,茉,mut6
6209,陌,mak6
6210,秣,mut3
6211,莫,mok6
6212,莫,mou6
6213,眽,mak6
6214,寞,mok6
6215,漠,mok6
6216,蓦,mak6
6217,貊,mak6
6218,靺,mut6
6219,墨,mak6
6220,瘼,mok6
6221,镆,mok6
6222,默,mak6
6223,貘,mok6
6224,藦,mo4
6225,蟔,mat6
6226,纆,mak6
6227,哞,mau4
6228,牟,mau4
6229,侔,mau4
6230,眸,mau4
6231,谋,mau4
6232,鍪,mau4
6233,麰,mau4
6234,某,mau5
6235,母,mou5
6236,亩,mau5
6237,牡,maau5
6238,牡,mau5
6239,姆,mou5
6240,拇,mou5
6241,砪,mou5
6242,鉧,mou5
6243,木,muk6
6244,目,muk6
6245,沐,muk6
6246,坶,muk6
6247,牧,muk6
6248,苜,muk6
6249,毣,muk6
6250,钼,muk6
6251,募,mou6
6252,墓,mou6
6253,幕,mok6
6254,幙,mok6
6255,楘,mou6
6256,睦,muk6
6257,慕,mou6
6258,暮,mou6
6259,霂,muk6
6260,穆,muk6
6261,鞪,mou6
6262,鞪,mau4
6263,拏,naa4
6264,拿,naa4
6265,挐,naa4
6266,挐,naau4
6267,挐,jyu4
6268,乸,naa5
6269,哪,naa1
6270,哪,naa4
6271,哪,naa5
6272,内,naap6
6273,内,noi6
6274,那,naa5
6275,那,naa6
6276,那,no1
6277,那,no4
6278,那,no5
6279,那,no6
6280,吶,nat6
6281,吶,neot6
6282,妠,naap6
6283,纳,naap6
6284,肭,nat6
6285,肭,neot6
6286,娜,naa4
6287,娜,no4
6288,娜,no5
6289,衲,naap6
6290,钠,naap6
6291,钠,naat3
6292,捺,naat6
6293,軜,naap6
6294,孻,laai1
6295,乃,naai5
6296,乃,oi2
6297,奶,naai1
6298,奶,naai5
6299,艿,naai5
6300,艿,jing4
6301,氖,naai5
6302,妳,naai5
6303,妳,lei5
6304,妳,nei5
6305,倷,noi6
6306,釢,naai5
6307,奈,noi6
6308,柰,noi6
6309,耐,noi6
6310,鼐,naai5
6311,褦,naai6
6312,褦,le5
6313,囡,naam4
6314,男,naam4
6315,南,naam4
6316,柟,naam4
6317,难,naan4
6318,难,naan6
6319,喃,naam4
6320,楠,naam4
6321,諵,naam4
6322,赧,naan5
6323,揇,naam5
6324,腩,naam5
6325,蝻,naam4
6326,戁,naan5
6327,囔,nong4
6328,囊,nong4
6329,蠰,joeng6
6330,曩,nong5
6331,攮,nong5
6332,灢,nong5
6333,齉,nong6
6334,孬,bou2
6335,呶,naau4
6336,怓,naau4
6337,挠,naau4
6338,挠,naau5
6339,峱,naau4
6340,铙,naau4
6341,猱,naau4
6342,蛲,naau4
6343,蛲,jiu4
6344,碙,gong1
6345,嶩,naan4
6346,獶,naau4
6347,夒,naau4
6348,譊,naau4
6349,獿,naau4
6350,恼,nou5
6351,脑,nou5
6352,瑙,nou5
6353,闹,naau6
6354,婥,coek3
6355,淖,naau6
6356,臑,naau6
6357,臑,ji4
6358,讷,nat6
6359,讷,neot6
6360,眲,ngaak1
6361,眲,ngak1
6362,眲,nei6
6363,呢,ne1
6364,呢,nei1
6365,呢,nei4
6366,呢,ni1
6367,馁,neoi5
6368,馁,noi5
6369,腇,neoi5
6370,氝,noi6
6371,嫩,nyun6
6372,能,nang4
6373,嗯,ng2
6374,嗯,ng6
6375,妮,nei4
6376,尼,nei4
6377,坭,nai4
6378,怩,nei4
6379,泥,nai4
6380,泥,nei6
6381,倪,ngai4
6382,郳,ngai4
6383,铌,nei6
6384,婗,ngai4
6385,猊,ngai4
6386,蜺,ngai4
6387,輗,ngai4
6388,霓,ngai4
6389,鲵,ngai4
6390,麑,ngai4
6391,齯,ngai4
6392,你,nei5
6393,拟,ji4
6394,拟,ji5
6395,苨,nei5
6396,柅,nei5
6397,掜,ngai5
6398,掜,nip6
6399,旎,nei5
6400,儗,ji5
6401,薿,ji5
6402,昵,nik1
6403,逆,ngaak6
6404,逆,jik6
6405,匿,nik1
6406,堄,ngai6
6407,惄,nik6
6408,嫟,nik1
6409,溺,nik1
6410,溺,nik6
6411,溺,niu6
6412,睨,ngai6
6413,腻,nei6
6414,腻,nau6
6415,拈,nim1
6416,拈,nin2
6417,年,nin4
6418,鲶,nim4
6419,黏,nim1
6420,黏,nim4
6421,涊,nin5
6422,捻,nan2
6423,捻,nim2
6424,捻,nin2
6425,捻,nip6
6426,淰,naam5
6427,淰,nam4
6428,淰,sam2
6429,辇,lin5
6430,撵,lin5
6431,碾,nin5
6432,廿,jaa6
6433,廿,nim6
6434,念,nim6
6435,娘,noeng4
6436,酿,joeng6
6437,鸟,niu5
6438,茑,niu5
6439,袅,niu5
6440,褭,niu5
6441,嬲,niu5
6442,尿,seoi1
6443,尿,niu6
6444,捏,nip6
6445,苶,nip6
6446,陧,nip6
6447,涅,nip6
6448,聂,nip6
6449,臬,nip6
6450,臬,jit6
6451,啮,ngaat6
6452,啮,jit6
6453,啮,ngit6
6454,敜,nip6
6455,嗫,zip3
6456,嵲,jit6
6457,摰,jit6
6458,槷,jit6
6459,镊,nip6
6460,镍,nip6
6461,嶭,sit3
6462,臲,jit6
6463,颞,nip6
6464,蹑,nip6
6465,闑,jit6
6466,孽,jip6
6467,孽,jit6
6468,櫱,jit6
6469,糱,jit6
6470,蠥,jip6
6471,蠥,jit6
6472,囓,ngit6
6473,讘,zip3
6474,您,nei5
6475,宁,ning4
6476,宁,ning6
6477,宁,cyu5
6478,咛,ning4
6479,拧,ling2
6480,拧,ling6
6481,拧,ning4
6482,拧,ning6
6483,狞,ning4
6484,柠,ling4
6485,柠,ning4
6486,聍,ning4
6487,寍,ning4
6488,儜,ning4
6489,凝,jing4
6490,凝,king4
6491,薴,ning4
6492,鸋,ning4
6493,佞,ning6
6494,泞,ning6
6495,妞,nau2
6496,牛,ngau4
6497,忸,nuk6
6498,忸,nau2
6499,扭,nau2
6500,狃,nau2
6501,纽,nau2
6502,杻,cau2
6503,杻,nau4
6504,钮,nau2
6505,农,nung4
6506,侬,nung4
6507,哝,nung4
6508,浓,jung4
6509,浓,nung4
6510,脓,nung4
6511,秾,nung4
6512,襛,nung4
6513,醲,nung4
6514,弄,lung6
6515,弄,nung6
6516,譨,nung4
6517,耨,nau6
6518,獳,nau6
6519,檽,nau6
6520,鎒,nau6
6521,奴,nou4
6522,孥,nou4
6523,驽,nou4
6524,笯,nou4
6525,努,nou5
6526,弩,nou5
6527,砮,nou5
6528,怒,nou6
6529,女,neoi5
6530,女,neoi6
6531,女,jyu5
6532,钕,neoi5
6533,籹,jyu5
6534,恧,nuk6
6535,朒,nuk6
6536,衄,nuk6
6537,疟,joek6
6538,虐,joek6
6539,渜,nyun5
6540,暖,hyun1
6541,暖,nyun5
6542,餪,nyun5
6543,挪,no4
6544,傩,no4
6545,诺,nok6
6546,喏,je5
6547,搦,nik1
6548,懦,no6
6549,懧,no6
6550,糯,no6
6551,噢,ou3
6552,噢,jyu2
6553,哦,ngo4
6554,哦,o2
6555,哦,o4
6556,讴,au1
6557,欧,au1
6558,欧,au2
6559,殴,au2
6560,瓯,au1
6561,鸥,au1
6562,熰,au1
6563,熰,ngau1
6564,鏂,au1
6565,鏂,ngau1
6566,齵,jyu4
6567,呕,au1
6568,呕,au2
6569,偶,ngau5
6570,腢,ngau3
6571,耦,ngau5
6572,蕅,ngau5
6573,藕,ngau5
6574,怄,au1
6575,沤,au3
6576,趴,paa1
6577,啪,paak1
6578,葩,baa1
6579,葩,paa1
6580,杷,paa4
6581,爬,paa4
6582,耙,paa4
6583,掱,paa4
6584,琶,paa4
6585,帕,paa3
6586,帕,paak3
6587,怕,paa3
6588,袙,nik1
6589,拍,paak3
6590,俳,paai4
6591,徘,pui4
6592,排,paai4
6593,棑,paai4
6594,牌,paai4
6595,箄,paai4
6596,箄,bei6
6597,簰,paai4
6598,犤,bei1
6599,派,paai3
6600,湃,baai3
6601,湃,paai3
6602,蒎,paai3
6603,眅,paan1
6604,潘,pun1
6605,攀,paan1
6606,柈,bun6
6607,盘,pun4
6608,媻,pun4
6609,幋,pun4
6610,縏,pun4
6611,蹒,mun4
6612,蹒,pun4
6613,蟠,pun4
6614,鞶,pun4
6615,判,pun3
6616,沜,pun3
6617,泮,pun3
6618,叛,bun6
6619,牉,pun3
6620,盼,paan3
6621,畔,bun6
6622,袢,paan3
6623,頖,pun3
6624,襻,paan3
6625,乓,bam1
6626,乓,pong1
6627,汸,fong1
6628,汸,pong4
6629,雱,pong4
6630,滂,pong1
6631,滂,pong4
6632,庞,pong4
6633,逄,pong4
6634,旁,pong4
6635,篣,pong4
6636,螃,pong4
6637,嗙,pong3
6638,耪,pong5
6639,胖,bun6
6640,胖,pun3
6641,胖,pun4
6642,拋,paau1
6643,脬,paau1
6644,刨,paau4
6645,咆,paau4
6646,庖,paau4
6647,炮,baau1
6648,炮,paau3
6649,炰,paau4
6650,袍,pou4
6651,匏,paau4
6652,鞄,paau4
6653,鞄,pok3
6654,跑,paau2
6655,奅,paau3
6656,泡,paau1
6657,泡,pou5
6658,疱,paau3
6659,呸,pei1
6660,柸,pui1
6661,胚,pui1
6662,衃,pui1
6663,醅,pui1
6664,陪,pui4
6665,陫,fei2
6666,培,pui4
6667,毰,pui4
6668,赔,pui4
6669,裴,pui4
6670,沛,pui3
6671,佩,pui3
6672,帔,pei3
6673,旆,pui3
6674,浿,bui3
6675,配,pui3
6676,辔,bei3
6677,霈,pui3
6678,喷,fan5
6679,喷,pan1
6680,喷,pan3
6681,濆,fan4
6682,濆,pan3
6683,歕,fan5
6684,歕,pan1
6685,歕,pan3
6686,盆,pun4
6687,湓,pun4
6688,葐,pun6
6689,呠,pan3
6690,匉,paang1
6691,怦,ping1
6692,抨,paang1
6693,抨,ping1
6694,抨,ping4
6695,泙,paang1
6696,恲,paang1
6697,砰,ping1
6698,砰,ping4
6699,烹,paang1
6700,軯,paang1
6701,漰,paang1
6702,磞,pang4
6703,芃,pung4
6704,朋,pang4
6705,倗,pang4
6706,堋,bang1
6707,堋,pang4
6708,弸,pang4
6709,彭,paang4
6710,棚,paang4
6711,搒,pong3
6712,硼,pang4
6713,蓬,fung4
6714,蓬,pung4
6715,鹏,paang4
6716,憉,paang4
6717,澎,paang1
6718,澎,paang4
6719,輣,paang4
6720,篷,pung4
6721,膨,paang4
6722,髼,pung4
6723,蟛,paang4
6724,鬅,pang4
6725,捧,bung2
6726,捧,fung2
6727,捧,pung2
6728,掽,pung3
6729,椪,pung3
6730,碰,pung3
6731,踫,pung3
6732,丕,pei1
6733,伾,pei1
6734,批,pai1
6735,纰,pei1
6736,纰,pei4
6737,邳,pei4
6738,坯,pui1
6739,披,pei1
6740,狉,pei1
6741,砒,pei1
6742,秠,pei1
6743,铍,pei4
6744,翍,pei1
6745,釽,pik1
6746,劈,pek3
6747,劈,pek6
6748,劈,pik1
6749,駓,pei1
6750,髬,pei1
6751,錍,pai1
6752,魾,pei1
6753,魾,pei4
6754,霹,pik1
6755,皮,pei4
6756,阰,pei4
6757,芘,bei3
6758,芘,pei4
6759,枇,pei4
6760,毗,pei4
6761,毘,pei4
6762,疲,pei4
6763,笓,pei4
6764,蚍,pei4
6765,郫,pei4
6766,陴,pei4
6767,啤,be1
6768,埤,pei4
6769,椑,bei1
6770,椑,pei4
6771,琵,pei4
6772,脾,pei4
6773,罴,bei1
6774,膍,pei4
6775,蜱,pei4
6776,貔,pei4
6777,鼙,pei4
6778,匹,pat1
6779,庀,pei2
6780,仳,pei2
6781,圮,pei2
6782,痞,pei2
6783,擗,pik1
6784,癖,pik1
6785,嚭,pei2
6786,屁,pei3
6787,淠,pei3
6788,揊,bik1
6789,媲,bei2
6790,媲,pei3
6791,睥,pai5
6792,潎,pit3
6793,僻,pik1
6794,澼,pik1
6795,甓,pik1
6796,譬,pei3
6797,鷿,pik1
6798,片,pin3
6799,偏,pin1
6800,媥,pin1
6801,篇,pin1
6802,翩,pin1
6803,骈,pin4
6804,骈,ping4
6805,胼,pin4
6806,楄,pin4
6807,楩,pin4
6808,骿,pin4
6809,蹁,pin4
6810,谝,pin4
6811,谝,pin5
6812,骗,pin3
6813,剽,piu5
6814,彯,piu1
6815,漂,piu1
6816,漂,piu3
6817,缥,piu1
6818,缥,piu5
6819,飘,piu1
6820,螵,piu1
6821,瓢,piu4
6822,薸,piu1
6823,殍,piu5
6824,瞟,piu5
6825,篻,piu3
6826,醥,piu5
6827,皫,piu5
6828,顠,piu5
6829,票,biu1
6830,票,piu3
6831,僄,piu3
6832,嘌,piu1
6833,嘌,piu3
6834,嫖,piu4
6835,慓,piu5
6836,氕,pit3
6837,撇,pit3
6838,瞥,pit3
6839,苤,pei2
6840,嫳,pit3
6841,姘,ping1
6842,拼,ping1
6843,拼,ping3
6844,玭,pan4
6845,贫,pan4
6846,嫔,ban3
6847,嫔,pan4
6848,频,pan4
6849,嚬,pan4
6850,矉,pan4
6851,颦,pan4
6852,品,ban2
6853,牝,pan5
6854,娉,ping1
6855,聘,ping3
6856,乒,bing1
6857,乒,ping1
6858,甹,ping1
6859,俜,ping1
6860,竮,ping4
6861,頩,ping1
6862,平,peng4
6863,平,ping4
6864,评,ping4
6865,凭,bang6
6866,凭,pang4
6867,坪,ping4
6868,苹,pan4
6869,苹,ping4
6870,郱,ping4
6871,屏,bing2
6872,屏,ping4
6873,帡,ping4
6874,枰,ping4
6875,洴,ping4
6876,荓,ping4
6877,瓶,peng4
6878,瓶,ping4
6879,淜,pang4
6880,淜,ping1
6881,萍,ping4
6882,缾,ping4
6883,軿,ping4
6884,钋,pok3
6885,坡,bo1
6886,坡,po1
6887,岥,po1
6888,泼,put3
6889,颇,po1
6890,颇,po2
6891,酦,put3
6892,鏺,put3
6893,婆,po4
6894,鄱,bo3
6895,鄱,po4
6896,皤,po4
6897,謈,bok6
6898,叵,po2
6899,笸,po2
6900,迫,baak1
6901,迫,baak3
6902,迫,bik1
6903,昢,pui3
6904,珀,paak3
6905,哱,but6
6906,破,po3
6907,粕,pok3
6908,蒪,pok3
6909,魄,paak3
6910,魄,tok3
6911,剖,pau2
6912,抔,pau4
6913,掊,pau4
6914,裒,fau4
6915,裒,pau4
6916,婄,pau3
6917,仆,fu6
6918,仆,buk6
6919,仆,puk1
6920,扑,pok3
6921,抪,bou3
6922,痡,pou1
6923,痡,fu1
6924,铺,pou1
6925,铺,pou3
6926,噗,pok3
6927,鯆,pou1
6928,匍,pou4
6929,莆,pou4
6930,莆,fu2
6931,菩,pou4
6932,葡,pou4
6933,蒱,pou4
6934,蒲,pou4
6935,酺,pou4
6936,墣,pok3
6937,璞,pok3
6938,濮,buk6
6939,镤,buk6
6940,纀,buk6
6941,纀,fuk6
6942,朴,pok3
6943,朴,buk6
6944,圃,bou2
6945,圃,pou2
6946,埔,bou3
6947,浦,pou2
6948,浦,pou4
6949,普,pou2
6950,溥,pou2
6951,谱,pou2
6952,氆,pou2
6953,镨,pou2
6954,蹼,buk6
6955,瀑,buk6
6956,曝,buk6
6957,七,cat1
6958,沏,cai3
6959,沏,cit3
6960,妻,cai1
6961,妻,cai3
6962,恓,sai1
